User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Purchase
1001579,M,35,0,A,0,0,692
1001580,F,23,4,C,3,0,790
1001581,F,21,4,B,4+,1,690
1001582,M,21,0,C,1,0,986
1001583,M,39,6,B,0,0,993
1001584,M,31,19,B,4+,0,707
1001585,M,56,20,C,1,1,710
1001586,M,50,7,B,2,1,700
1001587,F,32,3,B,3,0,588
1001588,M,27,11,B,1,0,777
1001589,M,34,0,B,1,0,801
1001590,M,41,1,C,0,0,787
1001591,M,54,7,C,1,1,981
1001592,M,42,7,B,4+,1,535
1001593,M,29,16,C,1,1,586
1001594,F,40,20,B,1,0,536
1001595,M,38,1,C,3,0,703
1001596,F,19,5,B,2,0,746
1001597,M,27,12,B,1,1,888
1001598,M,45,13,C,0,0,693
1001599,M,27,0,A,1,0,577
1001600,M,41,7,B,1,1,860
1001601,M,26,12,C,2,0,781
1001602,F,33,7,C,2,1,971
1001603,F,32,0,C,4+,1,980
1001604,M,35,11,B,1,1,707
1001605,F,21,0,B,1,0,803
1001606,F,41,3,A,4+,0,532
1001607,M,49,1,A,2,1,779
1001608,M,26,11,B,1,1,694
1001609,F,40,9,B,3,0,992
1001610,M,31,11,B,1,1,539
1001611,M,33,0,B,1,0,890
1001612,M,26,17,C,1,0,545
1001613,M,22,20,A,1,0,958
1001614,M,38,0,B,1,1,602
1001615,F,49,7,B,1,1,526
1001616,M,29,0,C,0,1,973
1001617,M,28,12,C,3,0,887
1001618,M,51,0,C,4+,1,704
1001619,M,55,3,C,1,1,868
1001620,M,28,20,B,1,0,889
1001621,M,35,4,C,1,0,795
1001622,M,23,4,B,0,0,584
1001623,M,53,15,C,2,0,881
1001624,M,29,0,B,1,1,762
1001625,M,48,0,C,0,1,618
1001626,M,20,4,B,0,1,891
1001627,M,23,17,A,3,1,785
1001628,M,21,20,B,1,0,704
1001629,M,18,4,B,1,1,520
1001630,M,50,17,C,1,0,537
1001631,F,51,0,C,4+,0,872
1001632,M,32,16,B,1,0,828
1001633,F,50,7,B,2,1,527
1001634,F,68,0,C,4+,0,604
1001635,M,29,0,B,1,0,860
1001636,F,33,19,C,0,0,792
1001637,M,65,0,B,2,1,704
1001638,F,22,17,B,3,0,806
1001639,M,31,17,B,1,0,694
1001640,M,41,17,C,1,0,787
1001641,M,34,0,C,4+,0,861
1001642,M,55,13,C,1,0,707
1001643,M,47,2,C,4+,0,991
1001644,M,23,12,A,2,0,609
1001645,F,21,9,B,1,1,883
1001646,M,33,20,B,1,1,996
1001647,M,22,18,B,0,0,834
1001648,M,55,14,B,3,1,713
1001649,M,22,19,C,2,1,545
1001650,M,28,19,C,1,0,788
1001651,M,35,12,C,1,0,521
1001652,M,32,16,C,1,0,876
1001653,M,24,0,A,4+,0,868
1001654,F,49,0,A,0,1,879
1001655,M,23,4,C,2,1,600
1001656,M,31,17,B,3,0,975
1001657,F,46,0,B,1,1,587
1001658,F,42,6,B,2,0,611
1001659,F,21,9,C,4+,1,986
1001660,F,30,2,C,2,1,858
1001661,M,45,7,B,0,1,864
1001662,M,33,12,B,1,1,857
1001663,M,22,4,C,2,1,997
1001665,M,46,17,B,2,0,806
1001666,M,26,14,B,3,0,800
1001667,M,54,16,B,4+,0,790
1001668,M,45,2,C,2,1,591
1001669,F,35,17,B,1,1,592
1001670,F,57,13,C,1,1,867
1001671,M,38,0,B,2,0,985
1001672,M,31,17,C,1,0,827
1001673,M,15,10,C,1,0,713
1001674,M,37,2,C,3,0,886
1001675,F,31,6,B,1,1,880
1001676,M,19,4,B,4+,0,706
1001677,M,18,14,C,2,0,872
1001678,F,25,17,C,1,0,763
1001679,M,26,12,B,4+,1,589
1001680,M,31,20,A,3,1,614
1001681,M,22,4,A,1,0,618
1001682,M,26,2,A,3,1,763
1001683,F,27,7,C,3,0,828
1001684,M,23,3,B,2,0,706
1001685,M,36,12,B,1,0,703
1001686,M,40,12,B,1,0,696
1001687,M,32,3,A,1,0,716
1001688,F,21,4,C,4+,0,759
1001691,F,31,17,C,2,1,524
1001692,M,45,20,A,4+,1,871
1001693,M,29,12,C,1,1,793
1001694,M,34,12,B,3,1,710
1001695,M,33,1,C,1,1,587
1001696,M,37,7,C,1,0,794
1001697,F,24,4,B,3,0,601
1001699,F,26,19,A,0,0,801
1001700,M,26,20,B,4+,0,889
1001701,F,32,4,B,1,0,805
1001702,M,23,10,C,2,0,608
1001703,M,24,15,C,2,0,790
1001704,M,33,4,C,4+,0,805
1001705,F,21,4,C,2,0,606
1001706,M,33,20,B,1,1,873
1001707,M,54,1,C,0,1,873
1001708,M,35,0,C,4+,0,875
1001709,M,26,0,C,1,1,885
1001710,M,18,0,A,3,0,800
1001711,F,24,4,C,3,0,590
1001712,M,30,0,B,4+,0,808
1001713,M,34,0,C,3,0,715
1001714,M,29,17,C,0,1,691
1001715,M,26,16,C,2,1,542
1001716,M,26,0,B,0,0,983
1001717,F,54,6,B,1,0,863
1001718,M,22,4,C,2,1,868
1001719,M,19,16,C,2,1,613
1001720,M,21,4,C,1,1,793
1001721,M,22,19,C,3,0,546
1001722,M,44,0,C,4+,0,539
1001723,M,40,17,C,0,1,992
1001724,M,21,4,C,3,0,710
1001725,M,19,19,C,4+,1,998
1001726,M,35,2,B,1,1,985
1001727,M,43,16,B,2,1,774
1001728,M,19,4,C,2,0,841
1001729,M,31,7,B,0,1,794
1001730,F,19,4,C,1,0,694
1001731,F,19,0,C,2,0,991
1001732,M,25,4,C,1,1,871
1001733,M,23,14,B,0,1,760
1001734,M,47,17,B,2,1,980
1001735,M,20,20,B,1,1,522
1001736,M,62,8,C,2,1,985
1001737,M,39,20,B,3,0,527
1001738,M,38,16,C,0,0,523
1001739,M,64,16,C,1,1,974
1001740,M,62,1,C,2,0,599
1001741,M,41,7,A,4+,1,751
1001742,M,26,15,C,4+,1,987
1001743,M,42,17,C,0,0,878
1001744,M,44,12,C,2,0,999
1001745,M,46,0,A,4+,1,789
1001746,M,29,4,C,1,1,871
1001747,M,27,0,C,2,1,1000
1001748,M,54,1,A,1,1,806
1001749,M,28,2,B,1,1,994
1001750,M,54,5,B,0,0,707
1001751,M,36,20,C,0,0,982
1001752,M,27,3,B,1,0,878
1001753,M,39,6,B,3,0,689
1001754,M,22,19,C,3,0,870
1001755,F,23,4,B,4+,0,519
1001756,F,28,1,B,2,1,962
1001757,M,30,4,B,4+,0,842
1001758,F,26,0,B,1,0,799
1001759,M,27,16,C,0,1,704
1001760,F,29,3,C,1,1,697
1001761,M,40,0,C,2,0,637
1001762,M,31,14,B,2,1,763
1001763,M,42,7,C,2,0,715
1001764,M,20,0,B,1,0,689
1001765,M,25,4,C,1,0,873
1001766,F,50,0,C,0,1,689
1001767,M,29,20,C,1,0,717
1001768,M,46,16,C,1,1,608
1001769,M,32,17,C,0,1,882
1001770,M,45,16,C,1,0,537
1001771,M,27,17,C,2,1,998
1001772,M,74,2,C,1,0,802
1001773,M,20,4,B,1,0,700
1001774,M,28,17,C,4+,0,516
1001775,M,33,4,C,3,1,703
1001776,M,28,0,B,4+,1,799
1001777,M,34,20,C,0,0,971
1001778,M,20,4,B,1,0,689
1001779,M,25,1,C,4+,0,774
1001780,M,45,1,B,0,0,543
1001781,F,40,0,C,2,0,999
1001782,M,46,0,C,1,1,617
1001784,M,22,20,B,1,0,712
1001785,M,24,4,B,2,0,767
1001786,M,46,1,C,4+,1,609
1001787,M,18,8,A,4+,0,716
1001788,M,50,2,A,3,1,871
1001789,M,15,10,C,2,0,796
1001790,M,32,0,C,1,0,697
1001791,M,19,4,C,1,1,711
1001792,F,29,2,C,3,0,515
1001793,M,32,4,B,1,0,812
1001794,M,27,11,B,1,0,753
1001795,M,22,17,C,1,0,877
1001796,M,51,11,C,2,1,870
1001797,M,44,7,C,2,0,976
1001798,M,48,11,C,2,1,857
1001799,M,44,11,B,4+,1,776
1001801,F,35,6,C,0,0,983
1001802,M,21,4,A,3,0,544
1001803,M,31,2,B,1,0,537
1001804,M,27,7,C,4+,1,526
1001805,M,25,4,C,0,0,878
1001806,M,18,4,B,1,0,801
1001807,M,19,17,C,3,0,703
1001808,F,25,4,C,4+,1,528
1001809,F,26,14,C,0,1,611
1001810,M,53,13,A,1,1,777
1001812,F,29,12,A,4+,1,880
1001813,F,45,6,C,3,0,792
1001815,M,17,1,C,1,0,585
1001816,F,38,9,C,4+,0,750
1001817,M,42,1,A,3,0,971
1001818,M,17,8,C,4+,0,547
1001819,F,44,12,C,1,1,799
1001820,M,34,20,B,1,1,771
1001821,M,28,20,C,2,0,984
1001822,F,28,0,C,1,1,695
1001823,F,36,1,C,1,0,530
1001824,F,24,4,C,2,0,545
1001825,M,31,7,C,4+,1,525
1001826,M,46,11,C,1,1,604
1001827,F,29,1,C,3,0,814
1001828,M,20,4,B,1,0,799
1001829,M,35,16,C,2,1,766
1001830,M,24,4,C,2,0,787
1001831,M,19,4,B,4+,0,521
1001832,F,18,4,C,3,0,990
1001833,M,23,17,B,2,0,857
1001834,M,45,5,C,4+,0,876
1001835,M,27,19,B,3,0,791
1001836,M,33,0,A,4+,0,861
1001837,M,32,2,B,1,0,888
1001838,M,42,7,A,3,0,591
1001839,M,25,4,C,1,0,540
1001840,M,30,12,B,1,0,715
1001841,M,22,0,C,2,0,770
1001842,M,21,4,B,1,0,865
1001843,M,31,12,A,2,0,612
1001844,F,19,4,A,4+,1,863
1001845,M,26,2,B,3,1,838
1001846,M,48,12,B,2,0,980
1001847,M,24,4,C,2,0,885
1001848,M,42,5,A,4+,1,521
1001849,M,39,7,C,1,1,999
1001850,M,21,5,C,0,1,594
1001851,M,34,19,B,4+,1,857
1001852,M,30,12,B,1,0,963
1001853,M,52,0,B,1,1,689
1001854,M,31,0,C,2,0,782
1001855,M,18,4,C,4+,0,822
1001856,M,58,7,C,3,1,746
1001857,M,15,10,C,3,0,993
1001858,F,19,4,B,0,0,617
1001859,F,33,4,C,1,1,980
1001860,M,55,16,C,1,0,715
1001861,M,52,16,A,1,1,606
1001862,M,55,14,C,1,1,526
1001863,M,24,4,B,4+,0,874
1001864,M,43,7,B,2,0,906
1001865,F,20,1,B,2,0,796
1001866,M,29,7,A,4+,1,811
1001867,M,52,7,A,2,0,774
1001868,M,51,11,C,0,1,516
1001869,M,46,14,C,4+,1,712
1001870,M,58,13,C,1,0,516
1001871,F,47,1,C,1,1,557
1001872,M,53,20,C,2,0,983
1001873,M,36,7,B,2,0,872
1001874,M,47,7,B,3,1,792
1001875,M,43,12,A,2,0,878
1001876,M,27,12,C,1,0,695
1001877,F,47,20,B,2,1,986
1001878,M,15,10,C,2,0,610
1001879,M,26,4,C,1,1,707
1001880,M,43,0,B,3,1,804
1001881,M,43,2,A,4+,1,888
1001882,M,42,16,C,4+,0,708
1001883,F,52,0,B,1,1,799
1001884,M,46,20,B,1,1,801
1001885,M,54,17,B,2,1,860
1001886,M,34,12,C,3,0,806
1001887,M,74,15,C,3,1,797
1001888,M,42,12,C,1,1,514
1001889,M,23,14,B,2,0,692
1001891,M,46,1,C,3,1,719
1001892,M,28,20,C,2,0,978
1001893,F,38,0,B,3,0,873
1001894,F,41,7,B,0,1,601
1001895,M,38,14,C,2,0,990
1001896,M,65,13,C,4+,1,813
1001897,F,51,2,A,1,1,517
1001898,M,30,12,C,1,0,787
1001899,F,47,6,A,1,1,520
1001900,M,62,12,A,3,1,794
1001901,M,55,7,C,3,1,870
1001902,M,32,19,C,1,0,716
1001903,M,41,0,B,1,0,700
1001904,M,20,1,B,4+,0,839
1001905,F,37,20,A,1,0,614
1001906,F,30,5,C,1,1,521
1001907,M,36,17,C,1,0,558
1001908,M,73,13,C,3,1,997
1001909,M,21,4,C,2,1,860
1001910,M,15,10,C,0,0,868
1001911,F,22,4,C,0,0,970
1001912,M,32,4,A,1,1,709
1001914,F,37,14,B,2,0,547
1001915,M,51,13,C,1,0,620
1001916,M,46,7,B,0,0,978
1001917,M,19,10,B,1,0,867
1001918,F,49,6,C,2,1,690
1001919,M,15,0,C,1,0,719
1001920,F,38,7,B,1,0,616
1001921,M,70,12,C,2,0,829
1001922,F,35,7,B,4+,0,607
1001923,M,38,7,C,2,0,515
1001925,M,51,7,B,1,0,980
1001926,F,15,0,B,1,0,779
1001927,M,36,7,C,1,1,873
1001928,M,15,10,B,1,0,542
1001929,F,15,10,A,0,0,710
1001930,M,28,15,A,4+,0,716
1001931,M,28,2,A,1,1,743
1001932,M,35,7,A,4+,0,814
1001933,M,23,19,B,0,0,532
1001934,M,31,17,B,4+,0,794
1001935,M,15,10,B,1,0,614
1001936,M,41,0,C,1,0,781
1001937,M,30,11,C,4+,0,827
1001938,F,27,2,C,1,1,969
1001939,F,43,2,C,3,0,798
1001940,M,30,12,C,2,0,802
1001941,M,43,17,A,1,0,617
1001942,M,38,5,B,1,1,708
1001943,M,23,4,B,0,0,718
1001944,F,23,4,C,1,0,703
1001945,M,31,20,C,3,1,815
1001946,M,31,14,A,1,1,800
1001947,M,34,7,B,4+,1,708
1001948,M,15,10,B,3,0,767
1001949,M,18,17,C,0,0,780
1001950,M,35,12,C,1,0,823
1001951,F,20,4,C,1,0,686
1001952,M,37,1,B,1,1,537
1001953,F,34,2,C,2,0,999
1001954,M,27,16,C,1,0,617
1001955,M,17,19,C,4+,0,718
1001956,M,37,0,C,1,1,807
1001957,F,23,4,C,0,0,864
1001958,F,30,1,B,3,0,528
1001959,F,51,13,C,1,0,980
1001960,M,47,7,B,3,1,514
1001961,F,51,3,C,2,1,793
1001962,F,21,1,B,0,1,617
1001963,F,51,9,C,4+,1,997
1001964,F,29,6,C,1,0,799
1001965,M,63,17,C,1,0,714
1001966,M,33,20,C,2,0,519
1001967,M,54,7,B,4+,1,700
1001968,M,26,11,B,2,0,818
1001969,F,30,3,B,4+,0,883
1001970,M,52,13,C,1,0,613
1001971,F,34,14,C,3,0,956
1001972,M,49,17,C,0,1,970
1001973,M,29,1,A,0,0,971
1001974,M,40,17,B,1,0,955
1001976,M,40,5,C,0,1,981
1001977,M,66,6,C,2,1,795
1001978,M,15,10,C,4+,0,708
1001979,M,64,17,B,4+,0,529
1001980,M,42,7,A,1,0,532
1001981,M,72,1,C,2,1,758
1001982,M,15,10,C,4+,0,536
1001983,M,27,14,A,3,0,883
1001984,M,23,10,B,2,1,517
1001985,M,47,12,A,2,1,794
1001986,M,53,13,C,1,1,685
1001987,M,27,17,C,3,0,795
1001988,F,29,1,B,2,0,794
1001989,M,53,6,C,1,0,761
1001990,M,30,7,C,2,1,524
1001991,M,27,20,C,4+,1,975
1001992,M,23,4,C,3,0,814
1001993,M,42,17,C,4+,1,709
1001994,M,38,2,C,0,0,586
1001995,M,33,1,C,4+,1,709
1001996,M,40,0,C,3,0,798
1001997,M,29,0,A,0,1,705
1001998,F,51,9,B,2,1,786
1001999,F,36,3,C,1,0,787
1002000,M,22,4,C,1,0,859
1002001,M,52,1,A,1,1,875
1002002,F,71,13,C,2,1,977
1002003,M,15,10,C,1,0,774
1002004,M,50,19,C,1,1,616
1002005,M,21,4,C,3,0,687
1002006,M,42,0,A,1,1,575
1002007,M,51,16,C,4+,1,880
1002008,M,31,3,C,0,0,988
1002009,F,42,7,C,3,0,711
1002010,M,22,4,B,0,0,816
1002011,F,39,3,B,3,1,866
1002012,M,27,4,B,3,1,995
1002013,M,49,0,C,1,1,869
1002014,M,21,4,C,2,1,799
1002015,M,23,4,B,4+,0,804
1002016,F,60,2,C,2,1,871
1002017,M,27,17,C,3,0,977
1002018,M,38,16,B,1,0,983
1002019,M,55,1,B,1,1,699
1002020,M,27,7,B,0,1,538
1002021,M,34,0,C,1,0,736
1002022,M,31,7,C,1,0,689
1002023,M,22,4,B,2,1,984
1002024,M,15,19,C,2,0,802
1002025,M,73,13,C,3,0,830
1002026,M,53,16,C,1,1,700
1002027,F,31,9,C,1,0,867
1002028,M,46,6,C,3,1,794
1002029,F,34,12,A,0,0,880
1002030,M,26,4,B,1,0,797
1002031,M,36,20,A,3,0,768
1002032,M,51,14,C,4+,1,780
1002033,F,49,20,B,0,0,692
1002034,F,46,2,C,4+,1,687
1002035,F,24,0,C,1,0,714
1002036,F,32,14,B,1,0,877
1002037,M,62,14,C,3,0,994
1002038,F,49,1,B,3,1,515
1002039,M,54,16,C,2,0,598
1002040,F,34,7,C,3,0,593
1002041,F,32,20,B,4+,0,811
1002042,M,15,10,C,4+,0,543
1002043,M,26,14,C,1,1,591
1002044,F,48,0,C,0,1,857
1002045,F,15,0,C,0,0,533
1002046,M,42,1,C,2,0,713
1002047,M,15,10,B,1,0,835
1002048,M,55,6,B,2,0,783
1002049,F,52,0,A,1,1,873
1002050,F,45,3,C,2,0,783
1002051,M,41,7,C,2,0,801
1002052,M,15,10,C,0,0,695
1002053,M,49,11,C,1,1,617
1002054,M,32,12,C,4+,0,699
1002055,M,51,11,C,4+,1,779
1002056,M,34,4,B,2,0,610
1002057,M,43,1,C,4+,0,796
1002058,F,71,1,B,1,0,542
1002059,M,44,0,B,3,0,982
1002060,M,15,1,C,3,0,859
1002061,M,67,1,B,0,0,804
1002062,M,19,4,C,2,0,979
1002063,M,26,4,A,3,0,540
1002064,M,37,1,C,1,0,591
1002065,M,27,6,C,2,0,778
1002066,F,33,6,B,2,1,529
1002067,M,53,16,B,2,0,710
1002068,F,44,12,C,2,0,861
1002069,M,56,15,C,4+,1,714
1002070,F,41,6,A,0,0,518
1002071,M,50,7,C,1,1,617
1002072,F,55,12,C,1,0,860
1002073,F,19,4,B,4+,0,692
1002074,M,24,4,A,1,0,604
1002075,F,35,4,A,1,0,704
1002076,M,19,4,B,0,1,789
1002078,M,23,4,C,1,0,716
1002079,M,15,10,C,3,0,791
1002080,M,26,11,C,2,0,786
1002081,M,23,17,C,1,0,515
1002083,M,21,4,C,0,0,755
1002084,M,24,4,C,2,0,718
1002085,M,25,0,C,4+,0,711
1002086,M,38,14,C,3,0,603
1002087,M,31,0,C,4+,0,862
1002088,M,55,7,A,1,1,978
1002089,M,36,17,C,2,0,692
1002090,M,45,17,C,2,0,805
1002091,F,37,20,C,1,0,797
1002092,M,56,1,B,4+,1,787
1002093,M,21,0,C,1,1,527
1002094,M,37,2,B,3,0,811
1002095,M,62,13,C,1,1,525
1002096,F,34,17,C,1,1,719
1002097,M,18,5,C,0,0,762
1002098,M,39,20,A,0,1,802
1002099,F,22,0,B,1,0,793
1002100,F,30,0,C,4+,0,710
1002101,M,30,16,C,1,1,818
1002102,M,27,11,B,3,0,793
1002103,M,38,12,C,0,0,594
1002104,M,46,15,C,2,1,711
1002105,M,27,1,A,0,1,799
1002106,F,20,20,A,3,1,809
1002107,M,30,1,A,3,1,982
1002108,M,15,10,C,1,0,864
1002109,M,35,16,B,2,0,805
1002110,M,52,11,C,3,0,963
1002111,M,72,13,C,4+,1,808
1002112,F,49,12,C,3,0,602
1002113,M,31,6,C,1,0,541
1002114,M,21,18,C,0,0,594
1002115,M,42,17,C,1,0,709
1002116,M,24,4,B,4+,1,547
1002117,M,64,13,B,3,0,760
1002118,M,30,14,A,1,1,799
1002119,M,44,4,B,3,0,781
1002121,M,61,13,C,0,1,600
1002122,M,39,12,C,4+,1,885
1002123,F,38,0,C,4+,1,887
1002124,M,30,0,B,1,1,610
1002125,M,40,3,C,0,0,890
1002126,M,65,14,C,0,1,895
1002127,M,25,4,C,0,1,539
1002128,F,50,1,C,1,0,787
1002129,M,28,5,B,1,0,779
1002130,M,49,0,C,2,1,763
1002131,M,28,0,B,1,0,779
1002132,M,67,14,C,3,1,800
1002133,F,15,10,C,3,0,697
1002134,M,22,10,B,4+,0,713
1002135,M,55,1,C,0,0,682
1002136,M,44,18,C,3,0,794
1002137,F,15,10,C,1,0,883
1002138,F,22,4,C,2,0,606
1002139,F,54,3,B,1,1,889
1002140,M,50,14,C,2,1,688
1002141,F,54,16,C,0,1,971
1002142,F,50,14,C,2,1,874
1002143,M,24,4,B,2,0,519
1002144,M,24,0,C,1,1,794
1002145,M,21,10,C,2,1,832
1002146,M,18,2,C,3,1,829
1002147,F,19,0,B,3,0,813
1002148,F,20,0,B,0,1,980
1002149,M,29,0,C,2,0,517
1002150,F,18,4,C,4+,0,613
1002151,M,68,13,C,2,1,780
1002152,M,18,4,C,2,0,748
1002153,M,22,16,B,3,0,522
1002154,M,34,12,C,1,1,786
1002155,F,15,10,C,1,0,739
1002156,M,25,19,C,4+,0,611
1002157,F,24,3,C,0,0,807
1002158,M,30,12,A,1,1,523
1002159,F,55,14,A,3,1,977
1002160,F,20,19,C,3,0,860
1002161,F,41,2,C,2,1,789
1002162,F,15,10,C,2,0,713
1002163,M,23,0,C,0,1,875
1002164,M,40,0,B,3,0,757
1002165,M,26,7,C,4+,1,708
1002166,M,15,10,C,1,0,535
1002167,F,26,6,B,0,1,596
1002168,M,15,10,B,4+,0,886
1002169,M,15,0,C,3,0,689
1002170,F,54,16,C,2,1,600
1002171,M,42,0,A,3,0,697
1002172,M,21,20,B,2,0,967
1002173,M,51,13,C,1,0,544
1002174,M,52,12,B,1,1,872
1002175,M,27,4,C,2,0,698
1002176,M,15,19,B,1,0,882
1002177,F,40,20,C,3,1,975
1002178,M,50,14,C,4+,0,529
1002179,F,33,0,C,1,1,703
1002180,M,27,12,B,3,1,769
1002181,M,32,0,B,4+,1,590
1002182,F,30,4,C,1,1,692
1002183,F,63,1,C,2,0,605
1002184,M,25,4,C,2,0,714
1002185,M,49,17,C,2,1,883
1002186,M,20,5,C,4+,0,802
1002187,M,48,16,C,1,1,792
1002188,F,25,19,B,4+,0,703
1002189,M,15,10,A,1,0,687
1002190,F,33,15,B,1,1,586
1002191,M,19,4,C,4+,0,805
1002192,F,33,0,B,2,0,977
1002193,M,15,10,C,1,0,514
1002194,M,31,17,C,3,0,825
1002195,M,17,10,A,0,0,533
1002196,M,27,12,C,1,1,885
1002197,F,26,1,C,1,0,791
1002198,F,43,9,C,1,0,693
1002199,M,15,10,B,3,0,810
1002200,M,43,1,C,3,0,786
1002201,M,75,20,C,3,1,710
1002202,F,15,10,C,2,0,821
1002203,M,49,12,B,4+,1,998
1002204,M,68,3,B,4+,1,519
1002205,F,33,7,A,3,1,614
1002206,M,50,7,B,1,1,870
1002207,M,23,4,C,4+,0,990
1002208,M,29,0,C,1,0,995
1002209,M,43,7,A,2,1,525
1002210,M,46,17,C,0,0,988
1002211,M,47,6,C,2,1,863
1002212,M,24,4,A,2,1,877
1002213,F,32,0,B,3,0,791
1002214,F,30,1,C,4+,1,594
1002215,F,31,0,B,2,1,709
1002216,F,33,20,C,0,0,709
1002217,M,15,10,C,0,0,698
1002218,M,36,17,C,2,1,593
1002219,M,34,6,C,3,0,697
1002220,F,54,3,C,2,0,953
1002221,M,75,17,B,0,1,979
1002222,F,50,1,B,2,1,889
1002223,M,33,2,B,0,1,714
1002224,M,29,12,C,2,1,598
1002225,M,33,5,B,1,1,531
1002226,F,26,7,A,3,0,517
1002227,M,52,14,C,1,1,778
1002228,M,32,12,C,3,1,611
1002229,M,46,0,C,0,0,864
1002230,F,49,1,B,4+,1,619
1002231,M,51,11,B,1,1,612
1002232,M,31,14,B,1,1,994
1002233,F,45,3,B,2,1,888
1002234,M,71,1,C,0,1,530
1002235,M,15,10,C,2,0,872
1002236,M,15,10,C,0,0,876
1002237,F,41,6,B,1,0,799
1002238,F,33,4,B,2,0,595
1002239,M,21,10,A,0,0,547
1002240,M,47,12,C,0,1,612
1002241,M,47,5,B,1,0,600
1002242,M,22,4,A,2,0,825
1002243,M,50,2,C,1,1,704
1002245,M,15,10,C,1,0,880
1002247,M,48,2,B,2,1,1000
1002248,F,43,12,C,2,0,763
1002249,M,31,5,C,3,0,714
1002250,M,20,19,A,3,1,789
1002251,M,45,14,A,3,0,982
1002252,F,24,1,B,1,0,541
1002253,F,55,0,C,4+,0,1000
1002254,M,44,5,C,3,0,789
1002255,F,36,6,B,1,1,692
1002256,F,50,15,C,1,0,857
1002257,F,23,4,B,2,0,707
1002258,F,24,4,B,4+,0,887
1002259,F,66,16,C,1,1,890
1002260,F,35,20,C,1,0,791
1002261,M,31,5,C,1,0,862
1002262,M,50,17,C,1,1,954
1002263,M,27,6,C,2,1,985
1002264,F,48,7,C,1,0,813
1002265,M,67,13,C,1,1,524
1002266,F,55,2,C,1,1,977
1002267,F,57,13,C,1,1,688
1002268,F,37,1,C,4+,0,695
1002269,F,49,0,B,2,1,709
1002270,M,22,1,C,3,1,620
1002271,M,51,14,A,1,0,994
1002272,M,35,0,C,1,0,979
1002273,M,33,6,C,4+,0,686
1002274,M,24,2,B,3,0,598
1002275,M,70,7,C,3,1,615
1002276,M,74,13,C,1,1,590
1002278,M,51,17,B,4+,1,547
1002279,M,53,7,B,2,1,858
1002280,M,62,6,B,2,1,809
1002281,M,50,11,A,4+,0,716
1002283,M,37,18,C,2,1,534
1002284,M,34,20,B,1,1,785
1002285,F,15,10,B,3,0,882
1002286,M,36,17,C,3,0,806
1002287,M,61,0,C,1,1,997
1002288,M,15,10,B,2,0,788
1002289,F,52,1,C,1,1,599
1002291,M,48,1,C,2,1,987
1002292,M,54,15,C,2,1,620
1002293,F,56,3,B,1,1,887
1002294,M,63,13,B,3,0,996
1002295,M,47,11,C,1,1,811
1002296,F,32,6,C,3,1,795
1002297,M,74,13,C,4+,1,988
1002298,M,44,17,C,4+,0,779
1002299,F,19,10,B,4+,0,801
1002300,M,71,13,B,3,1,880
1002302,M,51,12,A,1,1,712
1002303,M,54,17,B,4+,1,709
1002304,M,46,12,B,2,1,688
1002305,M,51,20,A,1,1,602
1002306,F,22,4,A,2,0,791
1002307,M,30,17,A,1,1,868
1002308,F,50,16,A,3,1,867
1002309,F,48,0,C,2,1,709
1002310,M,47,12,B,3,1,803
1002311,F,26,4,B,2,1,857
1002312,M,47,0,C,0,1,792
1002313,F,52,6,C,4+,1,979
1002314,F,32,1,A,4+,0,793
1002315,M,57,7,C,4+,1,697
1002316,M,45,0,B,0,0,990
1002318,M,64,7,C,0,1,770
1002319,M,38,7,A,1,0,800
1002320,F,53,1,C,1,1,786
1002321,M,27,7,B,4+,1,990
1002322,F,70,13,A,2,1,885
1002323,M,36,3,B,1,1,522
1002324,M,41,17,C,3,0,809
1002325,F,23,4,C,1,0,592
1002326,M,21,4,C,2,0,537
1002327,M,23,10,C,2,0,792
1002328,M,71,7,C,2,1,614
1002329,F,73,15,C,1,1,829
1002330,M,48,7,A,1,1,786
1002331,M,63,1,A,1,1,972
1002332,M,66,14,B,2,0,979
1002333,M,54,6,C,0,1,687
1002334,F,72,7,B,1,1,696
1002335,M,54,17,A,3,0,596
1002336,M,42,18,C,1,1,787
1002337,M,40,17,B,1,0,718
1002338,M,48,17,C,4+,1,606
1002339,F,66,3,C,4+,1,882
1002340,M,36,2,A,2,0,813
1002341,M,72,1,A,4+,0,813
1002342,M,44,3,C,1,0,708
1002343,F,48,1,C,2,1,717
1002344,M,34,12,A,1,0,695
1002346,F,15,10,A,1,0,830
1002347,M,44,1,C,1,0,666
1002348,M,54,12,C,4+,1,864
1002349,M,28,8,C,4+,0,582
1002350,M,18,4,C,1,1,696
1002351,F,32,0,B,4+,0,606
1002352,M,54,13,B,1,1,830
1002353,F,40,9,C,3,1,787
1002354,M,36,11,B,3,1,863
1002355,F,47,9,C,2,1,697
1002356,F,54,16,B,4+,1,813
1002357,F,36,14,C,4+,0,780
1002358,F,74,6,B,1,0,804
1002359,M,68,13,C,1,1,607
1002360,M,54,6,A,0,1,701
1002361,M,63,7,B,1,1,582
1002362,M,35,14,A,1,0,783
1002363,M,54,14,C,3,0,861
1002364,F,66,9,C,0,1,540
1002365,M,51,7,C,1,1,612
1002366,F,50,16,C,1,1,584
1002367,F,31,9,B,1,0,533
1002368,F,56,13,C,1,0,802
